video_name,model,gpu time,frame rate,f1,temporal,spatial,bandwidth
highway_50,faster_rcnn_resnet101,0.04,0.04,0.154608887,1,NA,NA
highway_51,faster_rcnn_resnet101,0.04,0.04,0.165602898,1,NA,NA
highway_51,faster_rcnn_inception_v2,0.021886792,0.04,0.14498859,1,NA,NA
highway_51,ssd_mobilenet_v2,0.011698113,0.04,0.131470308,1,NA,NA
highway_51,faster_rcnn_resnet101,0.8,0.8,0.989991518,20,NA,NA
highway_51,faster_rcnn_resnet101,0.6,0.6,0.980765957,15,NA,NA
highway_51,faster_rcnn_resnet101,0.4,0.4,0.934259573,10,NA,NA
highway_51,faster_rcnn_resnet101,0.2,0.2,0.730938665,5,NA,NA
highway_51,faster_rcnn_resnet101,0.16,0.16,0.613173653,4,NA,NA
highway_51,faster_rcnn_resnet101,0.12,0.12,0.478021978,3,NA,NA
highway_51,faster_rcnn_resnet101,0.1,0.1,0.399521122,2.5,NA,NA
highway_51,faster_rcnn_resnet101,0.08,0.08,0.318712955,2,NA,NA
highway_51,faster_rcnn_resnet101,0.072,0.072,0.290915277,1.8,NA,NA
highway_51,faster_rcnn_resnet101,0.06,0.06,0.24124245,1.5,NA,NA
highway_51,faster_rcnn_resnet101,0.048,0.048,0.191005383,1.2,NA,NA
highway_51,faster_rcnn_resnet101,0.04,0.04,0.165602898,1,NA,NA
highway_52,faster_rcnn_resnet101,0.04,0.04,0.161494943,1,NA,NA
highway_52,faster_rcnn_inception_v2,0.021886792,0.04,0.137440758,1,NA,NA
highway_52,ssd_mobilenet_v2,0.011698113,0.04,0.137416446,1,NA,NA
highway_52,faster_rcnn_resnet101,0.8,0.8,0.991763322,20,NA,NA
highway_52,faster_rcnn_resnet101,0.6,0.6,0.977196512,15,NA,NA
highway_52,faster_rcnn_resnet101,0.4,0.4,0.924941097,10,NA,NA
highway_52,faster_rcnn_resnet101,0.2,0.2,0.679016504,5,NA,NA
highway_52,faster_rcnn_resnet101,0.16,0.16,0.560971496,4,NA,NA
highway_52,faster_rcnn_resnet101,0.12,0.12,0.429561982,3,NA,NA
highway_52,faster_rcnn_resnet101,0.1,0.1,0.36760969,2.5,NA,NA
highway_52,faster_rcnn_resnet101,0.08,0.08,0.297980655,2,NA,NA
highway_52,faster_rcnn_resnet101,0.072,0.072,0.273584906,1.8,NA,NA
highway_52,faster_rcnn_resnet101,0.06,0.06,0.222778056,1.5,NA,NA
highway_52,faster_rcnn_resnet101,0.048,0.048,0.184030672,1.2,NA,NA
highway_52,faster_rcnn_resnet101,0.04,0.04,0.161494943,1,NA,NA
highway_53,faster_rcnn_resnet101,0.04,0.04,0.187664042,1,NA,NA
highway_53,faster_rcnn_inception_v2,0.021886792,0.04,0.153433836,1,NA,NA
highway_53,ssd_mobilenet_v2,0.011698113,0.04,0.130933913,1,NA,NA
highway_53,faster_rcnn_resnet101,0.8,0.8,0.989243807,20,NA,NA
highway_53,faster_rcnn_resnet101,0.6,0.6,0.98007838,15,NA,NA
highway_53,faster_rcnn_resnet101,0.4,0.4,0.928489982,10,NA,NA
highway_53,faster_rcnn_resnet101,0.2,0.2,0.720729523,5,NA,NA
highway_53,faster_rcnn_resnet101,0.16,0.16,0.612955729,4,NA,NA
highway_53,faster_rcnn_resnet101,0.12,0.12,0.485388806,3,NA,NA
highway_53,faster_rcnn_resnet101,0.1,0.1,0.424321249,2.5,NA,NA
highway_53,faster_rcnn_resnet101,0.08,0.08,0.346653671,2,NA,NA
highway_53,faster_rcnn_resnet101,0.072,0.072,0.326083454,1.8,NA,NA
highway_53,faster_rcnn_resnet101,0.06,0.06,0.275189235,1.5,NA,NA
highway_53,faster_rcnn_resnet101,0.048,0.048,0.221640203,1.2,NA,NA
highway_53,faster_rcnn_resnet101,0.04,0.04,0.187664042,1,NA,NA
highway_54,faster_rcnn_resnet101,0.04,0.04,0.160253207,1,NA,NA
highway_54,faster_rcnn_inception_v2,0.021886792,0.04,0.124087591,1,NA,NA
highway_54,ssd_mobilenet_v2,0.011698113,0.04,0.114870181,1,NA,NA
highway_54,faster_rcnn_resnet101,0.8,0.8,0.988925081,20,NA,NA
highway_54,faster_rcnn_resnet101,0.6,0.6,0.97948551,15,NA,NA
highway_54,faster_rcnn_resnet101,0.4,0.4,0.925557908,10,NA,NA
highway_54,faster_rcnn_resnet101,0.2,0.2,0.668728634,5,NA,NA
highway_54,faster_rcnn_resnet101,0.16,0.16,0.552324626,4,NA,NA
highway_54,faster_rcnn_resnet101,0.12,0.12,0.429082628,3,NA,NA
highway_54,faster_rcnn_resnet101,0.1,0.1,0.377284595,2.5,NA,NA
highway_54,faster_rcnn_resnet101,0.08,0.08,0.30090535,2,NA,NA
highway_54,faster_rcnn_resnet101,0.072,0.072,0.27643577,1.8,NA,NA
highway_54,faster_rcnn_resnet101,0.06,0.06,0.225732899,1.5,NA,NA
highway_54,faster_rcnn_resnet101,0.048,0.048,0.183650252,1.2,NA,NA
highway_54,faster_rcnn_resnet101,0.04,0.04,0.160253207,1,NA,NA
highway_55,faster_rcnn_resnet101,0.04,0.04,0.173528411,1,NA,NA
highway_55,faster_rcnn_inception_v2,0.021886792,0.04,0.131293189,1,NA,NA
highway_55,ssd_mobilenet_v2,0.011698113,0.04,0.137675567,1,NA,NA
highway_55,faster_rcnn_resnet101,0.8,0.8,0.989484226,20,NA,NA
highway_55,faster_rcnn_resnet101,0.6,0.6,0.981558398,15,NA,NA
highway_55,faster_rcnn_resnet101,0.4,0.4,0.928535565,10,NA,NA
highway_55,faster_rcnn_resnet101,0.2,0.2,0.694123556,5,NA,NA
highway_55,faster_rcnn_resnet101,0.16,0.16,0.585365854,4,NA,NA
highway_55,faster_rcnn_resnet101,0.12,0.12,0.474079013,3,NA,NA
highway_55,faster_rcnn_resnet101,0.1,0.1,0.408854603,2.5,NA,NA
highway_55,faster_rcnn_resnet101,0.08,0.08,0.334467506,2,NA,NA
highway_55,faster_rcnn_resnet101,0.072,0.072,0.307331771,1.8,NA,NA
highway_55,faster_rcnn_resnet101,0.06,0.06,0.260121457,1.5,NA,NA
highway_55,faster_rcnn_resnet101,0.048,0.048,0.21033272,1.2,NA,NA
highway_55,faster_rcnn_resnet101,0.04,0.04,0.173528411,1,NA,NA
highway_56,faster_rcnn_resnet101,0.04,0.04,0.224952225,1,NA,NA
highway_56,faster_rcnn_inception_v2,0.021886792,0.04,0.163381081,1,NA,NA
highway_56,ssd_mobilenet_v2,0.011698113,0.04,0.131275168,1,NA,NA
highway_56,faster_rcnn_resnet101,0.8,0.8,0.989297475,20,NA,NA
highway_56,faster_rcnn_resnet101,0.6,0.6,0.983143758,15,NA,NA
highway_56,faster_rcnn_resnet101,0.4,0.4,0.933937646,10,NA,NA
highway_56,faster_rcnn_resnet101,0.2,0.2,0.776234356,5,NA,NA
highway_56,faster_rcnn_resnet101,0.16,0.16,0.675956284,4,NA,NA
highway_56,faster_rcnn_resnet101,0.12,0.12,0.552591569,3,NA,NA
highway_56,faster_rcnn_resnet101,0.1,0.1,0.470361711,2.5,NA,NA
highway_56,faster_rcnn_resnet101,0.08,0.08,0.402355519,2,NA,NA
highway_56,faster_rcnn_resnet101,0.072,0.072,0.364128962,1.8,NA,NA
highway_56,faster_rcnn_resnet101,0.06,0.06,0.321542516,1.5,NA,NA
highway_56,faster_rcnn_resnet101,0.048,0.048,0.258836627,1.2,NA,NA
highway_56,faster_rcnn_resnet101,0.04,0.04,0.224952225,1,NA,NA
highway_57,faster_rcnn_resnet101,0.04,0.04,0.215975422,1,NA,NA
highway_57,faster_rcnn_inception_v2,0.021886792,0.04,0.184946237,1,NA,NA
highway_57,ssd_mobilenet_v2,0.011698113,0.04,0.173170732,1,NA,NA
highway_57,faster_rcnn_resnet101,0.8,0.8,0.98664238,20,NA,NA
highway_57,faster_rcnn_resnet101,0.6,0.6,0.97881997,15,NA,NA
highway_57,faster_rcnn_resnet101,0.4,0.4,0.928810465,10,NA,NA
highway_57,faster_rcnn_resnet101,0.2,0.2,0.782039574,5,NA,NA
highway_57,faster_rcnn_resnet101,0.16,0.16,0.693455099,4,NA,NA
highway_57,faster_rcnn_resnet101,0.12,0.12,0.574988604,3,NA,NA
highway_57,faster_rcnn_resnet101,0.1,0.1,0.499082569,2.5,NA,NA
highway_57,faster_rcnn_resnet101,0.08,0.08,0.413382218,2,NA,NA
highway_57,faster_rcnn_resnet101,0.072,0.072,0.37670081,1.8,NA,NA
highway_57,faster_rcnn_resnet101,0.06,0.06,0.329693987,1.5,NA,NA
highway_57,faster_rcnn_resnet101,0.048,0.048,0.254160834,1.2,NA,NA
highway_57,faster_rcnn_resnet101,0.04,0.04,0.215975422,1,NA,NA
highway_58,faster_rcnn_resnet101,0.04,0.04,0.212559004,1,NA,NA
highway_58,faster_rcnn_inception_v2,0.021886792,0.04,0.180017227,1,NA,NA
highway_58,ssd_mobilenet_v2,0.011698113,0.04,0.148520085,1,NA,NA
highway_58,faster_rcnn_resnet101,0.8,0.8,0.990021082,20,NA,NA
highway_58,faster_rcnn_resnet101,0.6,0.6,0.979649123,15,NA,NA
highway_58,faster_rcnn_resnet101,0.4,0.4,0.936260025,10,NA,NA
highway_58,faster_rcnn_resnet101,0.2,0.2,0.756073585,5,NA,NA
highway_58,faster_rcnn_resnet101,0.16,0.16,0.656720619,4,NA,NA
highway_58,faster_rcnn_resnet101,0.12,0.12,0.533465123,3,NA,NA
highway_58,faster_rcnn_resnet101,0.1,0.1,0.458965711,2.5,NA,NA
highway_58,faster_rcnn_resnet101,0.08,0.08,0.391040992,2,NA,NA
highway_58,faster_rcnn_resnet101,0.072,0.072,0.357939308,1.8,NA,NA
highway_58,faster_rcnn_resnet101,0.06,0.06,0.30524687,1.5,NA,NA
highway_58,faster_rcnn_resnet101,0.048,0.048,0.246280289,1.2,NA,NA
highway_58,faster_rcnn_resnet101,0.04,0.04,0.212559004,1,NA,NA
highway_59,faster_rcnn_resnet101,0.04,0.04,0.164898617,1,NA,NA
highway_59,faster_rcnn_inception_v2,0.021886792,0.04,0.11678236,1,NA,NA
highway_59,ssd_mobilenet_v2,0.011698113,0.04,0.10929495,1,NA,NA
highway_59,faster_rcnn_resnet101,0.8,0.8,0.98915227,20,NA,NA
highway_59,faster_rcnn_resnet101,0.6,0.6,0.981086841,15,NA,NA
highway_59,faster_rcnn_resnet101,0.4,0.4,0.917517464,10,NA,NA
highway_59,faster_rcnn_resnet101,0.2,0.2,0.677341227,5,NA,NA
highway_59,faster_rcnn_resnet101,0.16,0.16,0.563512247,4,NA,NA
highway_59,faster_rcnn_resnet101,0.12,0.12,0.435524737,3,NA,NA
highway_59,faster_rcnn_resnet101,0.1,0.1,0.372080464,2.5,NA,NA
highway_59,faster_rcnn_resnet101,0.08,0.08,0.307096084,2,NA,NA
highway_59,faster_rcnn_resnet101,0.072,0.072,0.276275476,1.8,NA,NA
highway_59,faster_rcnn_resnet101,0.06,0.06,0.231469093,1.5,NA,NA
highway_59,faster_rcnn_resnet101,0.048,0.048,0.190577873,1.2,NA,NA
highway_59,faster_rcnn_resnet101,0.04,0.04,0.164898617,1,NA,NA
highway_60,faster_rcnn_resnet101,0.04,0.04,0.149433687,1,NA,NA
highway_60,faster_rcnn_inception_v2,0.021886792,0.04,0.093789607,1,NA,NA
highway_60,ssd_mobilenet_v2,0.011698113,0.04,0.093109244,1,NA,NA
highway_60,faster_rcnn_resnet101,0.8,0.8,0.990130419,20,NA,NA
highway_60,faster_rcnn_resnet101,0.6,0.6,0.978470156,15,NA,NA
highway_60,faster_rcnn_resnet101,0.4,0.4,0.916814159,10,NA,NA
highway_60,faster_rcnn_resnet101,0.2,0.2,0.642172524,5,NA,NA
highway_60,faster_rcnn_resnet101,0.16,0.16,0.530017762,4,NA,NA
highway_60,faster_rcnn_resnet101,0.12,0.12,0.425174825,3,NA,NA
highway_60,faster_rcnn_resnet101,0.1,0.1,0.36164482,2.5,NA,NA
highway_60,faster_rcnn_resnet101,0.08,0.08,0.290032386,2,NA,NA
highway_60,faster_rcnn_resnet101,0.072,0.072,0.26742532,1.8,NA,NA
highway_60,faster_rcnn_resnet101,0.06,0.06,0.232092697,1.5,NA,NA
highway_60,faster_rcnn_resnet101,0.048,0.048,0.184859155,1.2,NA,NA
highway_60,faster_rcnn_resnet101,0.04,0.04,0.149433687,1,NA,NA
highway_61,faster_rcnn_resnet101,0.04,0.04,0.167189953,1,NA,NA
highway_61,faster_rcnn_inception_v2,0.021886792,0.04,0.151656841,1,NA,NA
highway_61,ssd_mobilenet_v2,0.011698113,0.04,0.132636511,1,NA,NA
highway_61,faster_rcnn_resnet101,0.8,0.8,0.991478887,20,NA,NA
highway_61,faster_rcnn_resnet101,0.6,0.6,0.985063339,15,NA,NA
highway_61,faster_rcnn_resnet101,0.4,0.4,0.93452268,10,NA,NA
highway_61,faster_rcnn_resnet101,0.2,0.2,0.673014664,5,NA,NA
highway_61,faster_rcnn_resnet101,0.16,0.16,0.563975628,4,NA,NA
highway_61,faster_rcnn_resnet101,0.12,0.12,0.448223156,3,NA,NA
highway_61,faster_rcnn_resnet101,0.1,0.1,0.380022962,2.5,NA,NA
highway_61,faster_rcnn_resnet101,0.08,0.08,0.316255778,2,NA,NA
highway_61,faster_rcnn_resnet101,0.072,0.072,0.293142427,1.8,NA,NA
highway_61,faster_rcnn_resnet101,0.06,0.06,0.250667684,1.5,NA,NA
highway_61,faster_rcnn_resnet101,0.048,0.048,0.200269076,1.2,NA,NA
highway_61,faster_rcnn_resnet101,0.04,0.04,0.167189953,1,NA,NA
highway_62,faster_rcnn_resnet101,0.04,0.04,0.145544906,1,NA,NA
highway_62,faster_rcnn_inception_v2,0.021886792,0.04,0.098236776,1,NA,NA
highway_62,ssd_mobilenet_v2,0.011698113,0.04,0.101095198,1,NA,NA
highway_62,faster_rcnn_resnet101,0.8,0.8,0.989030432,20,NA,NA
highway_62,faster_rcnn_resnet101,0.6,0.6,0.978045326,15,NA,NA
highway_62,faster_rcnn_resnet101,0.4,0.4,0.912144246,10,NA,NA
highway_62,faster_rcnn_resnet101,0.2,0.2,0.614622057,5,NA,NA
highway_62,faster_rcnn_resnet101,0.16,0.16,0.509407171,4,NA,NA
highway_62,faster_rcnn_resnet101,0.12,0.12,0.397821121,3,NA,NA
highway_62,faster_rcnn_resnet101,0.1,0.1,0.335370237,2.5,NA,NA
highway_62,faster_rcnn_resnet101,0.08,0.08,0.270767055,2,NA,NA
highway_62,faster_rcnn_resnet101,0.072,0.072,0.241360978,1.8,NA,NA
highway_62,faster_rcnn_resnet101,0.06,0.06,0.204776958,1.5,NA,NA
highway_62,faster_rcnn_resnet101,0.048,0.048,0.170005226,1.2,NA,NA
highway_62,faster_rcnn_resnet101,0.04,0.04,0.145544906,1,NA,NA
highway_63,faster_rcnn_resnet101,0.04,0.04,0.210915197,1,NA,NA
highway_63,faster_rcnn_inception_v2,0.021886792,0.04,0.166299746,1,NA,NA
highway_63,ssd_mobilenet_v2,0.011698113,0.04,0.147420147,1,NA,NA
highway_63,faster_rcnn_resnet101,0.8,0.8,0.989673551,20,NA,NA
highway_63,faster_rcnn_resnet101,0.6,0.6,0.981842412,15,NA,NA
highway_63,faster_rcnn_resnet101,0.4,0.4,0.932556203,10,NA,NA
highway_63,faster_rcnn_resnet101,0.2,0.2,0.706945607,5,NA,NA
highway_63,faster_rcnn_resnet101,0.16,0.16,0.59996665,4,NA,NA
highway_63,faster_rcnn_resnet101,0.12,0.12,0.486145678,3,NA,NA
highway_63,faster_rcnn_resnet101,0.1,0.1,0.419882056,2.5,NA,NA
highway_63,faster_rcnn_resnet101,0.08,0.08,0.358537807,2,NA,NA
highway_63,faster_rcnn_resnet101,0.072,0.072,0.31974713,1.8,NA,NA
highway_63,faster_rcnn_resnet101,0.06,0.06,0.281929681,1.5,NA,NA
highway_63,faster_rcnn_resnet101,0.048,0.048,0.229051217,1.2,NA,NA
highway_63,faster_rcnn_resnet101,0.04,0.04,0.210915197,1,NA,NA
highway_64,faster_rcnn_resnet101,0.04,0.04,0.152210409,1,NA,NA
highway_64,faster_rcnn_inception_v2,0.021886792,0.04,0.111153552,1,NA,NA
highway_64,ssd_mobilenet_v2,0.011698113,0.04,0.096663227,1,NA,NA
highway_64,faster_rcnn_resnet101,0.8,0.8,0.991530209,20,NA,NA
highway_64,faster_rcnn_resnet101,0.6,0.6,0.979461089,15,NA,NA
highway_64,faster_rcnn_resnet101,0.4,0.4,0.9249859,10,NA,NA
highway_64,faster_rcnn_resnet101,0.2,0.2,0.665034833,5,NA,NA
highway_64,faster_rcnn_resnet101,0.16,0.16,0.552983249,4,NA,NA
highway_64,faster_rcnn_resnet101,0.12,0.12,0.422197225,3,NA,NA
highway_64,faster_rcnn_resnet101,0.1,0.1,0.361441238,2.5,NA,NA
highway_64,faster_rcnn_resnet101,0.08,0.08,0.298889516,2,NA,NA
highway_64,faster_rcnn_resnet101,0.072,0.072,0.27595319,1.8,NA,NA
highway_64,faster_rcnn_resnet101,0.06,0.06,0.224160819,1.5,NA,NA
highway_64,faster_rcnn_resnet101,0.048,0.048,0.184731385,1.2,NA,NA
highway_64,faster_rcnn_resnet101,0.04,0.04,0.152210409,1,NA,NA
highway_65,faster_rcnn_resnet101,0.04,0.04,0.210404624,1,NA,NA
highway_65,faster_rcnn_inception_v2,0.021886792,0.04,0.1264013,1,NA,NA
highway_65,ssd_mobilenet_v2,0.011698113,0.04,0.100435323,1,NA,NA
highway_65,faster_rcnn_resnet101,0.8,0.8,0.989174342,20,NA,NA
highway_65,faster_rcnn_resnet101,0.6,0.6,0.979624838,15,NA,NA
highway_65,faster_rcnn_resnet101,0.4,0.4,0.938004521,10,NA,NA
highway_65,faster_rcnn_resnet101,0.2,0.2,0.73095624,5,NA,NA
highway_65,faster_rcnn_resnet101,0.16,0.16,0.625709191,4,NA,NA
highway_65,faster_rcnn_resnet101,0.12,0.12,0.500564425,3,NA,NA
highway_65,faster_rcnn_resnet101,0.1,0.1,0.434938776,2.5,NA,NA
highway_65,faster_rcnn_resnet101,0.08,0.08,0.376124285,2,NA,NA
highway_65,faster_rcnn_resnet101,0.072,0.072,0.345437018,1.8,NA,NA
highway_65,faster_rcnn_resnet101,0.06,0.06,0.29783775,1.5,NA,NA
highway_65,faster_rcnn_resnet101,0.048,0.048,0.253205648,1.2,NA,NA
highway_65,faster_rcnn_resnet101,0.04,0.04,0.210404624,1,NA,NA
highway_66,faster_rcnn_resnet101,0.04,0.04,0.181986755,1,NA,NA
highway_66,faster_rcnn_inception_v2,0.021886792,0.04,0.146781578,1,NA,NA
highway_66,ssd_mobilenet_v2,0.011698113,0.04,0.133574879,1,NA,NA
highway_66,faster_rcnn_resnet101,0.8,0.8,0.989250131,20,NA,NA
highway_66,faster_rcnn_resnet101,0.6,0.6,0.981413613,15,NA,NA
highway_66,faster_rcnn_resnet101,0.4,0.4,0.934645669,10,NA,NA
highway_66,faster_rcnn_resnet101,0.2,0.2,0.722207622,5,NA,NA
highway_66,faster_rcnn_resnet101,0.16,0.16,0.590825204,4,NA,NA
highway_66,faster_rcnn_resnet101,0.12,0.12,0.471508671,3,NA,NA
highway_66,faster_rcnn_resnet101,0.1,0.1,0.400786885,2.5,NA,NA
highway_66,faster_rcnn_resnet101,0.08,0.08,0.321362556,2,NA,NA
highway_66,faster_rcnn_resnet101,0.072,0.072,0.299908485,1.8,NA,NA
highway_66,faster_rcnn_resnet101,0.06,0.06,0.252001575,1.5,NA,NA
highway_66,faster_rcnn_resnet101,0.048,0.048,0.207775322,1.2,NA,NA
highway_66,faster_rcnn_resnet101,0.04,0.04,0.181986755,1,NA,NA
highway_67,faster_rcnn_resnet101,0.04,0.04,0.204145893,1,NA,NA
highway_67,faster_rcnn_inception_v2,0.021886792,0.04,0.158463385,1,NA,NA
highway_67,ssd_mobilenet_v2,0.011698113,0.04,0.140409207,1,NA,NA
highway_67,faster_rcnn_resnet101,0.8,0.8,0.99095082,20,NA,NA
highway_67,faster_rcnn_resnet101,0.6,0.6,0.98288253,15,NA,NA
highway_67,faster_rcnn_resnet101,0.4,0.4,0.952393477,10,NA,NA
highway_67,faster_rcnn_resnet101,0.2,0.2,0.774337444,5,NA,NA
highway_67,faster_rcnn_resnet101,0.16,0.16,0.648123852,4,NA,NA
highway_67,faster_rcnn_resnet101,0.12,0.12,0.515783981,3,NA,NA
highway_67,faster_rcnn_resnet101,0.1,0.1,0.447437929,2.5,NA,NA
highway_67,faster_rcnn_resnet101,0.08,0.08,0.372404731,2,NA,NA
highway_67,faster_rcnn_resnet101,0.072,0.072,0.34032634,1.8,NA,NA
highway_67,faster_rcnn_resnet101,0.06,0.06,0.282270607,1.5,NA,NA
highway_67,faster_rcnn_resnet101,0.048,0.048,0.230157696,1.2,NA,NA
highway_67,faster_rcnn_resnet101,0.04,0.04,0.204145893,1,NA,NA